SampleID,SiteID,SiteType,SampleNote,Date,Time,Depth_m_bgs,DTW_m_bgs,Dist_m,Filter,SpC_uS_cm,pH,T_celsius,DO_mg_L,Alkalinity_mg_L_HCO3,F_mg_L,Cl_mg_L,SO4_mg_L,Br_mg_L,NO3_mg_L,Fe_T_mg_L,Fe_II_mg_L,Ag_fa_ug_L,Ag_ra_ug_L,Al_fa_ug_L,Al_ra_ug_L,As_fa_ug_L,As_ra_ug_L,Au_fa_ug_L,Au_ra_ug_L,B_fa_ug_L,B_ra_ug_L,Ba_fa_ug_L,Ba_ra_ug_L,Be_fa_ug_L,Be_ra_ug_L,Bi_fa_ug_L,Bi_ra_ug_L,Ca_fa_ug_L,Ca_ra_ug_L,Cd_fa_ug_L,Cd_ra_ug_L,Ce_fa_ug_L,Ce_ra_ug_L,Co_fa_ug_L,Co_ra_ug_L,Cr_fa_ug_L,Cr_ra_ug_L,Cs_fa_ug_L,Cs_ra_ug_L,Cu_fa_ug_L,Cu_ra_ug_L,Dy_fa_ug_L,Dy_ra_ug_L,Er_fa_ug_L,Er_ra_ug_L,Eu_fa_ug_L,Eu_ra_ug_L,Fe_fa_ug_L,Fe_ra_ug_L,Ga_fa_ug_L,Ga_ra_ug_L,Gd_fa_ug_L,Gd_ra_ug_L,Ge_fa_ug_L,Ge_ra_ug_L,Hf_fa_ug_L,Hf_ra_ug_L,Hg_fa_ug_L,Hg_ra_ug_L,Ho_fa_ug_L,Ho_ra_ug_L,In_fa_ug_L,In_ra_ug_L,K_fa_ug_L,K_ra_ug_L,La_fa_ug_L,La_ra_ug_L,Li_fa_ug_L,Li_ra_ug_L,Lu_fa_ug_L,Lu_ra_ug_L,Mg_fa_ug_L,Mg_ra_ug_L,Mn_fa_ug_L,Mn_ra_ug_L,Mo_fa_ug_L,Mo_ra_ug_L,Na_fa_ug_L,Na_ra_ug_L,Nb_fa_ug_L,Nb_ra_ug_L,Nd_fa_ug_L,Nd_ra_ug_L,Ni_fa_ug_L,Ni_ra_ug_L,P_fa_ug_L,P_ra_ug_L,Pb_fa_ug_L,Pb_ra_ug_L,Pr_fa_ug_L,Pr_ra_ug_L,Rb_fa_ug_L,Rb_ra_ug_L,Re_fa_ug_L,Re_ra_ug_L,S_fa_ug_L,S_ra_ug_L,Sb_fa_ug_L,Sb_ra_ug_L,Sc_fa_ug_L,Sc_ra_ug_L,Se_fa_ug_L,Se_ra_ug_L,Si_fa_ug_L,Si_ra_ug_L,Sm_fa_ug_L,Sm_ra_ug_L,Sn_fa_ug_L,Sn_ra_ug_L,Sr_fa_ug_L,Sr_ra_ug_L,Ta_fa_ug_L,Ta_ra_ug_L,Tb_fa_ug_L,Tb_ra_ug_L,Te_fa_ug_L,Te_ra_ug_L,Th_fa_ug_L,Th_ra_ug_L,Ti_fa_ug_L,Ti_ra_ug_L,Tl_fa_ug_L,Tl_ra_ug_L,Tm_fa_ug_L,Tm_ra_ug_L,U_fa_ug_L,U_ra_ug_L,V_fa_ug_L,V_ra_ug_L,W_fa_ug_L,W_ra_ug_L,Y_fa_ug_L,Y_ra_ug_L,Yb_fa_ug_L,Yb_ra_ug_L,Zn_fa_ug_L,Zn_ra_ug_L,Zr_fa_ug_L,Zr_ra_ug_L
PG24-RBS1,RBS1,Spring,-9999,8/6/2024,900,-9999,-9999,464,syringe,62,7.09,5,8.8,20.1,0.115,0.615,9.07,0.006,-0.005,-9999,-9999,-0.05,-0.05,9,306,-0.2,-0.2,-0.01,0.01,3,3,10.4,13.3,-0.007,0.02,-0.01,0.02,5350,5690,0.009,0.032,0.05,0.79,0.027,0.095,0.15,0.7,-0.1,-0.1,0.4,1.4,0.03,0.23,0.02,0.16,-0.01,0.04,18,249,-0.1,0.1,0.04,0.24,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,0.05,-0.01,-0.01,993,1130,0.07,0.78,0.4,0.2,-0.1,-0.1,1080,1140,1.2,3.67,0.4,0.6,2280,2300,-0.01,0.03,0.1,1,0.3,0.7,10,22,-0.09,0.7,0.02,0.23,0.1,0.5,-0.1,-0.1,2640,-5000,-0.9,-0.9,-0.1,0.2,0.11,0.12,5470,5830,-0.1,0.24,-0.06,-0.06,31.3,32.7,-0.1,-0.1,-0.01,0.04,-0.1,-0.1,-0.1,0.1,0.2,5.25,-0.005,-0.005,-0.01,0.02,0.044,0.29,0.14,0.5,-0.02,0.02,0.19,1.29,0.02,0.16,-2,-2,-2,-2
PG24-RBS2,RBS2,Spring,-9999,8/6/2024,1040,-9999,-9999,300,syringe,65,6.81,3.6,8.1,17.3,0.106,0.339,12.1,0.005,0.021,-9999,-9999,-0.05,-0.05,2,13,-0.2,-0.2,-0.01,-0.01,3,3,13.4,13.5,0.012,-0.007,-0.01,-0.01,5550,5790,0.013,0.009,-0.01,0.06,0.019,0.023,0.16,0.17,-0.1,-0.1,0.4,0.5,0.06,0.08,0.04,0.06,0.02,0.02,-7,11,-0.1,-0.1,0.08,0.09,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,0.01,0.02,-0.01,-0.01,624,641,0.21,0.24,0.3,-0.1,-0.1,-0.1,1200,1280,0.38,0.22,-0.4,-0.4,2380,2460,-0.01,0.01,0.34,0.37,0.3,0.4,6,6,-0.09,-0.09,0.07,0.08,-0.1,-0.1,-0.1,-0.1,3650,-5000,-0.9,-0.9,-0.1,0.1,0.04,0.06,5470,5550,-0.1,0.09,-0.06,-0.06,40.3,42,-0.1,-0.1,0.01,0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.69,-0.005,-0.005,-0.01,-0.01,0.058,0.069,0.05,0.07,-0.02,-0.02,0.41,0.45,0.05,0.06,2,-2,-2,-2
PG24-PTL1,PTL1,Portal Drainage,-9999,7/31/2024,1500,-9999,-9999,-9999,syringe,771,3.73,8.6,5.9,-6.1,1.67,0.363,333,0.006,0.008,-9999,-9999,-0.05,-0.05,5190,5240,-0.2,0.2,-0.01,-0.01,2,2,15.7,15.2,1.64,1.46,-0.01,0.01,73700,74200,7.5,7.22,18.2,19,79.5,77.6,1.03,1.84,-0.1,-0.1,173,173,1.57,1.69,0.69,0.78,0.51,0.51,5150,10500,0.3,0.4,2.24,2.31,0.4,0.5,-0.1,-0.1,-0.01,-0.01,0.27,0.3,-0.01,-0.01,1930,1910,8.42,8.48,7.7,6.7,-0.1,-0.1,14600,14800,2830,2820,-0.4,2.7,7920,8060,-0.01,0.01,8.72,9.4,53.9,52.3,-3,14,11,13.3,2.28,2.36,5.1,5.6,0.2,0.2,109000,112000,-0.9,-0.9,1.3,1.5,-0.04,0.14,14800,14100,2,2.22,-0.06,-0.06,445,434,-0.1,-0.1,0.31,0.33,-0.1,-0.1,3.3,6.8,0.1,0.42,0.012,0.008,0.09,0.1,18.4,21.2,0.01,0.04,-0.02,2.82,7.08,7.35,0.59,0.68,1730,1580,-2,-2
-9999,PTL1,Portal Drainage,-9999,10/11/2024,1535,-9999,-9999,-9999,-9999,519,-9999,7.3,5.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
PG24-PTL2,PTL2-GG393,LBI,-9999,8/5/2024,1015,-9999,-9999,393,syringe,785,3.83,10.6,8,-6.1,1.66,0.352,332,0.005,-0.005,-9999,-9999,-0.05,-0.05,4970,4640,-0.2,-0.2,-0.01,-0.01,2,2,15.7,14.3,1.52,1.3,-0.01,-0.01,74500,71000,6.93,6.49,18.7,17.9,76.4,67.9,0.67,2.06,-0.1,-0.1,154,146,1.6,1.62,0.72,0.72,0.52,0.5,3570,5810,0.2,0.3,2.3,2.14,0.3,0.4,-0.1,-0.1,-0.01,-0.01,0.27,0.27,-0.01,-0.01,1940,1820,8.83,8.09,7.8,7,-0.1,-0.1,14200,13500,2840,2570,-0.4,1.4,7980,7480,-0.01,-0.01,8.98,8.8,51.5,46.6,-3,4,10.2,11,2.32,2.18,5,5.1,0.1,0.1,107000,102000,-0.9,-0.9,1.2,1.4,-0.04,0.12,15200,13400,2,2.07,-0.06,0.08,439,419,-0.1,-0.1,0.32,0.32,-0.1,-0.1,2.8,4.8,0.1,0.25,0.009,0.01,0.09,0.1,17,18.4,0.01,0.02,-0.02,1.52,6.89,6.56,0.6,0.59,1650,1400,-2,-2
GG-393,PTL2-GG393,LBI,-9999,10/11/2024,1135,-9999,-9999,393,syringe,533,5.7,8.1,-9999,0.9,1.56,0.3,301,-0.05,-0.05,3.22,3.17,-0.05,-0.05,1140,1890,-0.2,0.3,-0.01,-0.01,3,3,15.5,15.4,0.77,0.83,-0.01,0.01,70100,65500,3.74,3.62,8.32,8.19,46.5,46.4,-0.08,1.18,-0.1,-0.1,62.9,69.5,0.72,0.74,0.31,0.32,0.22,0.21,3250,5410,0.2,0.3,0.92,0.87,0.2,0.4,-0.1,-0.1,-0.01,-0.01,0.12,0.12,-0.01,-0.01,2000,1870,4.06,3.89,7.6,6.9,-0.1,-0.1,12700,12900,2200,2230,-0.4,2.4,8930,8920,-0.01,-0.01,4.04,3.91,33,33.7,-3,10,0.68,4.31,0.99,1.01,5.2,5.6,0.2,-0.1,88600,87700,-0.9,-0.9,0.6,0.7,-0.04,-0.04,16100,14800,0.8,0.74,-0.06,0.08,359,373,-0.1,-0.1,0.14,0.14,-0.1,-0.1,-0.1,1.5,-0.1,0.24,0.014,0.011,0.04,0.03,5.43,6.61,-0.01,0.04,-0.02,2.11,3.36,3.48,0.25,0.23,941,996,-2,-2
GG-327,GG-0327,LBI,-9999,10/11/2024,1150,-9999,-9999,327,syringe,147,6.51,5,-9999,16.8,0.16,0.35,48.3,0.18,-0.05,-9999,-9999,-0.05,-0.05,19,40,-0.2,-0.2,-0.01,-0.01,3,4,24.3,24.7,0.024,0.01,-0.01,-0.01,16000,15400,0.25,0.25,-0.01,0.03,0.026,0.05,0.21,0.55,-0.1,-0.1,0.3,1,0.02,0.02,0.01,0.02,-0.01,0.01,10,70,-0.1,-0.1,0.02,0.03,-0.1,-0.1,-0.1,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,1180,1140,0.06,0.11,0.4,0.4,-0.1,-0.1,3650,3790,4.12,5.82,0.5,0.5,3620,3600,0.08,0.11,0.07,0.1,2.6,12.9,-3,10,-0.09,0.13,0.02,0.03,0.1,0.1,-0.1,-0.1,16200,17700,-0.9,-0.9,0.2,0.3,0.04,0.09,7640,7330,-0.1,0.03,-0.06,0.11,99.1,101,-0.1,-0.1,-0.01,0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.73,0.008,0.011,-0.01,-0.01,0.017,0.02,0.08,0.19,0.03,0.06,0.14,0.18,0.01,0.03,67,79,-2,-2
GG-WP206,GG-1010,LBI,-9999,10/11/2024,1350,-9999,-9999,1010,syringe,396,6.78,6.5,-9999,11.8,0.21,0.46,164,-0.05,-0.05,-9999,-9999,-0.05,-0.05,17,97,-0.2,-0.2,-0.01,-0.01,4,4,44,46.6,0.036,0.03,-0.01,0.01,49200,48900,0.75,0.89,0.02,0.21,0.027,0.07,0.34,0.91,-0.1,-0.1,1,2.1,0.06,0.08,0.04,0.04,0.02,0.02,-7,110,-0.1,-0.1,0.06,0.08,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,0.01,0.02,-0.01,-0.01,2300,2270,0.39,0.56,1.2,1.2,-0.1,-0.1,11400,11600,2.65,4.75,-0.4,-0.4,6990,7220,0.02,0.06,0.26,0.38,8.1,9.2,-3,-3,-0.09,0.29,0.06,0.1,0.2,0.4,-0.1,0.1,59200,60600,-0.9,-0.9,0.3,0.2,0.04,-0.04,11400,10600,-0.1,0.08,-0.06,0.08,271,275,-0.1,-0.1,0.01,0.02,-0.1,-0.1,-0.1,-0.1,0.1,4.28,0.01,0.011,-0.01,0.01,0.084,0.1,0.1,0.21,-0.02,0.04,0.56,0.81,0.03,0.06,167,184,-2,-2
GG-307,GG-0307,RBI,-9999,10/11/2024,1155,-9999,-9999,307,syringe,62.1,6.85,3.8,-9999,18.7,0.07,0.33,11.3,-0.05,-0.05,-9999,-9999,-0.05,-0.05,2,25,-0.2,0.2,-0.01,-0.01,3,4,14.9,15.2,0.008,0.01,-0.01,-0.01,6350,6690,0.007,0.02,0.01,0.22,0.019,0.04,0.1,0.13,-0.1,-0.1,0.2,0.6,0.03,0.04,0.03,0.03,-0.01,0.01,-7,20,-0.1,-0.1,0.03,0.07,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,0.01,-0.01,-0.01,704,680,0.08,0.39,0.3,0.2,-0.1,-0.1,1390,1390,0.62,1.31,-0.4,0.4,2640,2650,0.05,0.07,0.14,0.2,0.3,0.4,-3,10,-0.09,0.12,0.03,0.05,0.1,0.1,-0.1,-0.1,-5000,6880,-0.9,-0.9,0.2,0.2,0.05,0.1,6700,6080,-0.1,0.06,-0.06,0.08,44.3,45.3,-0.1,-0.1,-0.01,0.01,-0.1,0.2,-0.1,-0.1,-0.1,0.47,-0.005,0.011,-0.01,0.01,0.031,0.04,0.06,0.16,0.02,-0.02,0.21,0.36,0.03,0.03,-2,10,-2,-2
GG-500 RBI,GG-0500,RBI,-9999,10/11/2024,1415,-9999,-9999,500,syringe,60.9,7.22,6.2,-9999,19.8,0.13,0.36,9.8,-0.05,-0.05,-9999,-9999,-0.05,-0.05,2,26,-0.2,-0.2,-0.01,-0.01,3,4,10.3,12,-0.007,-0.007,-0.01,-0.01,6130,5850,0.015,0.03,0.03,0.15,0.07,0.18,0.12,0.31,-0.1,-0.1,0.4,1.6,-0.01,0.01,-0.01,0.01,-0.01,-0.01,39,280,-0.1,-0.1,0.01,0.02,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,823,800,0.02,0.06,0.4,0.4,-0.1,-0.1,1250,1230,5.11,14,-0.4,0.4,2610,2590,-0.01,0.02,0.03,0.09,0.1,0.4,-3,-3,-0.09,0.34,-0.01,0.02,0.2,0.4,-0.1,-0.1,-5000,-5000,-0.9,-0.9,0.2,-0.1,-0.04,-0.04,6340,6290,-0.1,0.03,-0.06,0.1,34,36,-0.1,-0.1,-0.01,0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.35,0.007,-0.005,-0.01,-0.01,0.034,0.06,0.04,0.09,0.02,0.03,0.06,0.13,-0.01,0.01,-2,66,-2,-2
PG24-STR1,STR1,Stream,-9999,8/5/2024,1145,-9999,-9999,20,syringe,102,7.27,8.9,8.4,16.7,0.088,0.248,10.1,-0.005,-0.005,-9999,-9999,-0.05,-0.05,10,24,-0.2,-0.2,-0.01,-0.01,3,3,10.7,10.9,0.01,-0.007,-0.01,-0.01,4540,4760,0.012,0.008,0.11,0.19,0.04,0.037,0.08,0.1,-0.1,-0.1,0.7,0.8,0.03,0.04,0.02,0.03,-0.01,-0.01,24,41,-0.1,-0.1,0.03,0.03,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,533,553,0.11,0.14,0.4,0.5,-0.1,-0.1,1030,1100,2.64,2.93,0.7,0.7,2360,2480,-0.01,-0.01,0.14,0.17,0.2,0.3,-3,6,-0.09,0.12,0.03,0.04,0.2,0.2,-0.1,-0.1,2770,-5000,-0.9,-0.9,-0.1,0.1,0.06,0.05,5710,5970,-0.1,0.04,-0.06,0.08,38,39.6,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,0.1,0.1,0.6,-0.005,-0.005,-0.01,-0.01,0.06,0.051,0.07,0.08,0.02,0.04,0.17,0.2,0.03,0.03,2,3,-2,-2
GG-20 STR1,STR1,Stream,-9999,10/11/2024,1312,-9999,-9999,20,syringe,52.2,7.01,5.7,-9999,16.6,0.07,0.31,9.3,-0.05,-0.05,-9999,-9999,-0.05,-0.05,5,38,-0.2,0.2,-0.01,-0.01,3,3,11.1,9.86,-0.007,0.01,-0.01,-0.01,4870,3830,0.007,0.02,0.04,0.07,0.021,0.01,-0.08,0.18,-0.1,-0.1,0.6,0.8,0.02,0.02,0.01,-0.01,-0.01,-0.01,7,20,-0.1,-0.1,0.01,0.01,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,691,580,0.05,0.06,0.2,0.2,-0.1,-0.1,1110,926,0.53,1.19,0.7,0.7,2620,2210,0.02,0.02,0.07,0.07,0.2,0.3,-3,20,-0.09,0.15,0.02,0.02,0.3,0.3,-0.1,-0.1,-5000,-5000,-0.9,-0.9,0.2,-0.1,-0.04,0.05,6800,5190,-0.1,0.02,-0.06,0.07,39.4,33.4,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.37,0.011,0.011,-0.01,0.01,0.02,0.02,0.05,0.03,-0.02,0.03,0.09,0.08,0.02,0.01,-2,21,-2,-2
PG24-STR2,STR2,Stream,-9999,8/5/2024,1125,-9999,-9999,126,syringe,56,7.27,9,8.3,14.6,0.089,0.26,10.1,-0.005,-0.005,-9999,-9999,-0.05,-0.05,10,25,-0.2,-0.2,-0.01,-0.01,3,3,10.7,11.5,-0.007,-0.007,-0.01,-0.01,4650,4870,0.009,0.007,0.1,0.18,0.034,0.041,0.12,0.13,-0.1,-0.1,0.8,0.9,0.02,0.03,0.02,0.02,-0.01,-0.01,19,41,-0.1,-0.1,0.03,0.04,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,536,569,0.1,0.14,0.4,0.2,-0.1,-0.1,1060,1130,1.75,2.18,0.7,0.8,2420,2580,-0.01,-0.01,0.12,0.17,0.2,0.3,-3,6,-0.09,0.11,0.03,0.04,0.2,0.2,-0.1,-0.1,3020,-5000,-0.9,-0.9,0.1,0.1,0.04,0.07,5800,6000,-0.1,0.04,-0.06,-0.06,38.5,41.1,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,0.1,0.71,-0.005,-0.005,-0.01,-0.01,0.036,0.04,0.06,0.08,0.02,0.04,0.16,0.21,0.02,0.03,2,4,-2,-2
PG24-STR3,STR3,Stream,-9999,8/5/2024,1050,-9999,-9999,338,syringe,77,7.02,8.2,8.3,15.7,0.108,0.29,16.9,-0.005,-0.005,-9999,-9999,-0.05,-0.05,9,18,-0.2,-0.2,-0.01,-0.01,3,3,13.7,13.2,-0.007,0.007,-0.01,-0.01,6400,6480,0.036,0.034,0.07,0.11,0.041,0.034,0.14,0.24,-0.1,-0.1,0.7,0.8,0.02,0.03,0.02,0.02,-0.01,-0.01,24,40,-0.1,-0.1,0.03,0.04,-0.1,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,652,647,0.09,0.12,0.4,-0.1,-0.1,-0.1,1490,1560,1.79,2.04,0.6,0.5,2540,2560,-0.01,-0.01,0.12,0.14,0.6,0.5,3,6,-0.09,-0.09,0.03,0.03,0.2,0.2,-0.1,-0.1,5250,5540,-0.9,-0.9,-0.1,0.1,0.04,-0.04,5960,5870,-0.1,0.03,-0.06,-0.06,48.7,48.3,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.38,-0.005,-0.005,-0.01,-0.01,0.026,0.033,0.07,0.07,-0.02,0.02,0.15,0.18,0.02,0.02,10,9,-2,-2
PG24-STR4,STR4,Stream,-9999,8/5/2024,940,-9999,-9999,474,syringe,454,4.88,-9999,8.3,-6.1,0.812,0.31,165,-0.005,0.005,-9999,-9999,-0.05,-0.05,2360,2530,-0.2,-0.2,-0.01,-0.01,3,3,15,15.3,0.74,0.708,-0.01,-0.01,39600,41800,3.44,3.37,8.55,9.38,36.6,35.9,0.24,0.64,-0.1,-0.1,75,75,0.74,0.8,0.32,0.38,0.25,0.26,1380,2980,0.1,0.2,1.05,1.14,0.1,0.2,-0.1,-0.1,-0.01,-0.01,0.13,0.14,-0.01,-0.01,1270,1340,4.18,4.24,4,3.6,-0.1,-0.1,7750,7930,1360,1378,-0.4,1,5220,5340,-0.01,-0.01,4.14,4.5,25.6,25.5,-3,6,4.08,5.71,1.07,1.17,2.6,2.8,-0.1,-0.1,54300,57800,-0.9,-0.9,0.5,0.7,-0.04,0.08,10300,10500,0.9,1.04,-0.06,-0.06,239,251,-0.1,-0.1,0.14,0.16,-0.1,-0.1,0.4,2.1,-0.1,0.41,0.005,0.005,0.04,0.05,7.75,9.15,-0.01,0.04,-0.02,0.75,3.4,3.58,0.26,0.33,761,740,-2,-2
PG24-STR5,STR5,Stream,-9999,8/5/2024,900,-9999,-9999,596,syringe,579,4.87,8.6,8.4,-6.1,0.804,0.323,164,-0.005,0.005,-9999,-9999,-0.05,-0.05,2240,2390,-0.2,-0.2,-0.01,-0.01,3,3,15.4,14.6,0.77,0.697,-0.01,-0.01,39800,40600,3.26,3.22,8.26,8.65,35,33.3,0.23,0.56,-0.1,-0.1,72,70.2,0.71,0.75,0.33,0.37,0.23,0.22,1210,2630,0.1,0.2,1.02,1.04,0.1,0.2,-0.1,-0.1,-0.01,-0.01,0.13,0.14,-0.01,-0.01,1280,1350,4.12,4.08,4,3.6,-0.1,-0.1,7660,7780,1310,1300,-0.4,0.8,5260,5190,-0.01,-0.01,4.03,4.23,25.5,24.4,-3,3,3.64,5.08,1.04,1.05,2.5,2.7,-0.1,-0.1,54300,55500,-0.9,-0.9,0.5,0.7,0.04,0.07,10400,10100,0.9,0.97,-0.06,-0.06,235,237,-0.1,-0.1,0.14,0.15,-0.1,-0.1,0.3,2,-0.1,0.44,0.006,-0.005,0.04,0.05,7.27,8.42,-0.01,0.04,-0.02,0.68,3.32,3.39,0.28,0.31,741,710,-2,-2
PG24-STR6,STR6,Stream,-9999,8/5/2024,830,-9999,-9999,695,syringe,417,4.81,8.5,8.5,-6.1,0.8,0.321,164,-0.005,0.005,-9999,-9999,-0.05,-0.05,2240,2370,-0.2,-0.2,-0.01,-0.01,3,3,15.1,15.3,0.71,0.709,-0.01,-0.01,39600,41300,3.44,3.33,7.8,8.68,34.3,33.1,0.2,0.6,-0.1,-0.1,71.9,70.3,0.69,0.76,0.32,0.38,0.21,0.23,1130,2730,0.1,0.2,0.96,1.06,0.1,0.2,-0.1,-0.1,-0.01,-0.01,0.12,0.14,-0.01,-0.01,1280,1320,3.91,4.11,3.8,3.7,-0.1,-0.1,7660,7920,1310,1276,-0.4,1,5230,5260,-0.01,-0.01,3.82,4.24,25.3,24.4,-3,3,3.38,5.01,1,1.05,2.5,2.7,-0.1,-0.1,53700,55900,-0.9,-0.9,0.4,0.6,0.04,0.09,10200,10300,0.8,0.98,-0.06,-0.06,237,246,-0.1,-0.1,0.13,0.15,-0.1,-0.1,0.2,2,-0.1,0.89,-0.005,-0.005,0.04,0.05,7.04,7.88,-0.01,0.06,-0.02,0.69,3.24,3.46,0.25,0.31,739,722,-2,-2
GG-695,STR6,Stream,-9999,10/11/2024,1100,-9999,-9999,695,syringe,423,6.01,6.4,-9999,1.9,1.37,0.32,229,4.58,-0.05,-9999,-9999,-0.05,-0.05,534,1320,-0.2,-0.2,-0.01,-0.01,3,4,17.1,16.8,0.5,0.57,-0.01,-0.01,51500,51200,2.62,2.48,4.99,5.28,29.1,29.9,-0.08,0.38,-0.1,-0.1,37.1,46.3,0.45,0.49,0.2,0.2,0.12,0.17,1570,3090,0.1,0.2,0.54,0.65,0.1,0.2,-0.1,-0.1,-0.01,0.01,0.08,0.09,-0.01,-0.01,1660,1640,2.8,2.92,5.2,4.8,-0.1,-0.1,9880,10100,1410,1390,-0.4,1.3,8140,8520,0.01,0.01,2.48,2.7,23,24.9,-3,20,0.2,2.78,0.63,0.71,3.5,3.6,-0.1,-0.1,62600,65600,-0.9,-0.9,0.4,0.4,-0.04,0.04,13100,12300,0.5,0.56,-0.06,0.09,273,281,-0.1,-0.1,0.09,0.1,-0.1,-0.1,-0.1,0.9,-0.1,0.25,0.006,0.011,0.03,0.03,2.58,3.89,-0.01,0.07,0.02,1.22,2.36,2.48,0.14,0.19,655,720,-2,-2
GG-250A,GG-0250,Stream,-9999,10/11/2024,1210,-9999,-9999,250,syringe,169,6.92,5.3,-9999,15.9,0.17,0.33,10.4,75.3,-0.05,-9999,-9999,-0.05,-0.05,4,15,-0.2,0.2,0.01,-0.01,3,4,12.6,12.6,-0.007,-0.007,-0.01,-0.01,5190,5010,0.01,0.03,0.02,0.05,0.02,0.03,0.08,0.15,-0.1,-0.1,0.6,0.9,0.02,0.02,0.01,0.02,-0.01,-0.01,-7,10,-0.1,-0.1,0.01,0.02,-0.1,-0.1,-0.1,-0.1,-0.01,0.02,-0.01,-0.01,-0.01,-0.01,692,700,0.04,0.06,0.2,0.2,-0.1,-0.1,1160,1200,0.58,-0.01,0.6,0.6,23200,24300,0.02,0.04,0.07,0.07,0.2,0.3,-3,30,-0.09,0.09,0.02,0.02,0.2,0.2,-0.1,-0.1,-5000,5440,-0.9,-0.9,0.2,0.1,0.06,-0.04,6920,6150,-0.1,0.02,-0.06,0.08,39,39.2,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,-0.1,0.71,0.048,0.011,-0.01,0.01,0.019,0.02,0.05,0.09,-0.02,-0.02,0.11,0.15,0.01,0.01,-2,10,-2,-2
GG-250B,GG-0250,Stream,Field replicate of GG-250A,10/11/2024,1215,-9999,-9999,250,syringe,170,6.97,5.3,-9999,15.9,0.07,0.33,10,75.9,-0.05,-9999,-9999,-0.05,-0.05,5,16,-0.2,-0.2,0.01,-0.01,3,4,12.5,12.9,-0.007,-0.007,-0.01,-0.01,5210,4980,0.012,-0.003,0.03,0.05,0.022,0.02,-0.08,0.33,-0.1,-0.1,0.6,1.1,0.02,0.01,0.02,0.01,-0.01,-0.01,-7,10,-0.1,-0.1,0.02,0.01,-0.1,-0.1,-0.1,-0.1,0.01,0.02,-0.01,-0.01,-0.01,-0.01,711,700,0.05,0.06,0.2,0.2,-0.1,-0.1,1160,1220,0.63,-0.01,0.6,0.6,23800,24000,0.02,0.04,0.07,0.07,0.2,0.4,-3,10,-0.09,-0.09,0.02,0.02,0.2,0.2,-0.1,-0.1,-5000,5790,-0.9,-0.9,0.2,0.2,0.05,0.12,6810,6190,-0.1,0.02,-0.06,0.08,39.8,39.5,-0.1,-0.1,-0.01,-0.01,-0.1,-0.1,-0.1,-0.1,0.1,0.31,0.023,0.011,-0.01,-0.01,0.017,0.02,0.05,0.01,-0.02,0.02,0.12,0.1,0.01,0.01,-2,9,-2,-2
